case,time,target_deg,tilt_deg,slip_cm,slip_world_cm,pallet_vs_fork_deg
塑膠棧板+重心前移10cm,7.562,28.35,23.177,0.9906,1.7483,1.138
塑膠棧板+重心前移10cm,7.582,28.425,23.202,0.9907,1.7535,1.139
塑膠棧板+重心前移10cm,7.602,28.5,23.228,0.9952,1.7619,1.119
塑膠棧板+重心前移10cm,7.622,28.575,23.253,0.9992,1.7702,1.101
塑膠棧板+重心前移10cm,7.642,28.65,23.279,1.0022,1.778,1.087
塑膠棧板+重心前移10cm,7.662,28.725,23.305,1.0049,1.7855,1.075
塑膠棧板+重心前移10cm,7.682,28.8,23.331,1.0072,1.7927,1.065
塑膠棧板+重心前移10cm,7.702,28.875,23.357,1.0095,1.7998,1.055
塑膠棧板+重心前移10cm,7.722,28.95,23.382,1.0117,1.8068,1.046
塑膠棧板+重心前移10cm,7.742,29.025,23.41,1.0076,1.809,1.07
塑膠棧板+重心前移10cm,7.762,29.1,23.435,1.0117,1.8169,1.053
塑膠棧板+重心前移10cm,7.782,29.175,23.46,1.016,1.8254,1.033
塑膠棧板+重心前移10cm,7.802,29.25,23.486,1.0196,1.8334,1.018
塑膠棧板+重心前移10cm,7.822,29.325,23.512,1.0226,1.841,1.005
塑膠棧板+重心前移10cm,7.842,29.4,23.537,1.0252,1.8483,0.994
塑膠棧板+重心前移10cm,7.862,29.475,23.563,1.0278,1.8555,0.984
塑膠棧板+重心前移10cm,7.882,29.55,23.588,1.0303,1.8626,0.975
塑膠棧板+重心前移10cm,7.902,29.625,23.616,1.0274,1.8653,0.996
塑膠棧板+重心前移10cm,7.922,29.7,23.64,1.0306,1.8723,0.985
塑膠棧板+重心前移10cm,7.942,29.775,23.665,1.0352,1.8809,0.965
塑膠棧板+重心前移10cm,7.962,29.85,23.691,1.0391,1.8891,0.948
塑膠棧板+重心前移10cm,7.982,29.925,23.716,1.0424,1.8968,0.935
塑膠棧板+重心前移10cm,8.002,30.0,23.741,1.0454,1.9043,0.924
塑膠棧板+重心前移10cm,8.022,30.075,23.766,1.0482,1.9115,0.914
塑膠棧板+重心前移10cm,8.042,30.15,23.792,1.0509,1.9186,0.904
塑膠棧板+重心前移10cm,8.062,30.225,23.819,1.0497,1.9221,0.92
塑膠棧板+重心前移10cm,8.082,30.3,23.844,1.0519,1.9282,0.916
塑膠棧板+重心前移10cm,8.102,30.375,23.868,1.0566,1.9368,0.896
塑膠棧板+重心前移10cm,8.122,30.45,23.894,1.0607,1.9452,0.878
塑膠棧板+重心前移10cm,8.142,30.525,23.919,1.0643,1.953,0.864
塑膠棧板+重心前移10cm,8.162,30.6,23.944,1.0675,1.9606,0.853
塑膠棧板+重心前移10cm,8.182,30.675,23.969,1.0706,1.9679,0.842
塑膠棧板+重心前移10cm,8.202,30.75,23.994,1.0736,1.975,0.833
塑膠棧板+重心前移10cm,8.222,30.825,24.021,1.0736,1.9792,0.844
塑膠棧板+重心前移10cm,8.242,30.9,24.046,1.0755,1.9846,0.845
塑膠棧板+重心前移10cm,8.262,30.975,24.07,1.0802,1.9932,0.825
塑膠棧板+重心前移10cm,8.282,31.05,24.095,1.0845,2.0017,0.807
塑膠棧板+重心前移10cm,8.302,31.125,24.12,1.0882,2.0096,0.793
塑膠棧板+重心前移10cm,8.322,31.2,24.145,1.0917,2.0172,0.781
塑膠棧板+重心前移10cm,8.342,31.275,24.169,1.095,2.0245,0.771
塑膠棧板+重心前移10cm,8.362,31.35,24.194,1.0982,2.0318,0.761
塑膠棧板+重心前移10cm,8.382,31.425,24.221,1.0994,2.0367,0.767
塑膠棧板+重心前移10cm,8.402,31.5,24.246,1.1009,2.0413,0.773
塑膠棧板+重心前移10cm,8.422,31.575,24.27,1.1057,2.0499,0.754
塑膠棧板+重心前移10cm,8.442,31.65,24.295,1.1101,2.0585,0.736
塑膠棧板+重心前移10cm,8.462,31.725,24.319,1.114,2.0665,0.721
塑膠棧板+重心前移10cm,8.482,31.8,24.344,1.1177,2.0742,0.709
塑膠棧板+重心前移10cm,8.502,31.875,24.369,1.1212,2.0816,0.699
塑膠棧板+重心前移10cm,8.522,31.95,24.393,1.1246,2.0888,0.689
塑膠棧板+重心前移10cm,8.542,32.025,24.419,1.1263,2.0938,0.695
塑膠棧板+重心前移10cm,8.562,32.1,24.444,1.1283,2.0984,0.701
塑膠棧板+重心前移10cm,8.582,32.175,24.469,1.1331,2.1072,0.681
塑膠棧板+重心前移10cm,8.602,32.25,24.493,1.1376,2.1158,0.663
塑膠棧板+重心前移10cm,8.622,32.325,24.518,1.1417,2.1239,0.649
塑膠棧板+重心前移10cm,8.642,32.4,24.542,1.1455,2.1315,0.637
塑膠棧板+重心前移10cm,8.662,32.475,24.566,1.1491,2.1389,0.626
塑膠棧板+重心前移10cm,8.682,32.55,24.59,1.1527,2.1462,0.616
塑膠棧板+重心前移10cm,8.702,32.625,24.617,1.1544,2.1504,0.627
塑膠棧板+重心前移10cm,8.722,32.7,24.641,1.1574,2.1561,0.627
塑膠棧板+重心前移10cm,8.742,32.775,24.666,1.1623,2.1649,0.607
塑膠棧板+重心前移10cm,8.762,32.85,24.69,1.1669,2.1736,0.589
塑膠棧板+重心前移10cm,8.782,32.925,24.715,1.171,2.1817,0.575
塑膠棧板+重心前移10cm,8.802,33.0,24.739,1.175,2.1894,0.563
塑膠棧板+重心前移10cm,8.822,33.075,24.763,1.1789,2.1969,0.553
塑膠棧板+重心前移10cm,8.842,33.15,24.787,1.1827,2.2043,0.543
塑膠棧板+重心前移10cm,8.862,33.225,24.814,1.1845,2.2075,0.56
塑膠棧板+重心前移10cm,8.882,33.3,24.838,1.1885,2.2145,0.551
塑膠棧板+重心前移10cm,8.902,33.375,24.863,1.1935,2.2236,0.531
塑膠棧板+重心前移10cm,8.922,33.45,24.887,1.198,2.2322,0.514
塑膠棧板+重心前移10cm,8.942,33.525,24.912,1.2023,2.2403,0.5
塑膠棧板+重心前移10cm,8.962,33.6,24.936,1.2065,2.2481,0.488
塑膠棧板+重心前移10cm,8.982,33.675,24.96,1.2105,2.2556,0.478
塑膠棧板+重心前移10cm,9.002,33.75,24.985,1.2146,2.2631,0.468
塑膠棧板+重心前移10cm,9.022,33.825,25.011,1.2168,2.2656,0.489
塑膠棧板+重心前移10cm,9.042,33.9,25.036,1.2216,2.2742,0.471
塑膠棧板+重心前移10cm,9.062,33.975,25.06,1.2265,2.2832,0.452
塑膠棧板+重心前移10cm,9.082,34.05,25.084,1.2311,2.2917,0.437
塑膠棧板+重心前移10cm,9.102,34.125,25.109,1.2355,2.2997,0.424
塑膠棧板+重心前移10cm,9.122,34.2,25.133,1.2398,2.3075,0.412
塑膠棧板+重心前移10cm,9.142,34.275,25.157,1.244,2.315,0.402
塑膠棧板+重心前移10cm,9.162,34.35,25.184,1.2471,2.3188,0.416
塑膠棧板+重心前移10cm,9.182,34.425,25.208,1.2514,2.3255,0.41
塑膠棧板+重心前移10cm,9.202,34.5,25.233,1.2564,2.3347,0.39
塑膠棧板+重心前移10cm,9.222,34.575,25.257,1.2612,2.3435,0.372
塑膠棧板+重心前移10cm,9.242,34.65,25.281,1.2658,2.3518,0.358
塑膠棧板+重心前移10cm,9.262,34.725,25.306,1.2703,2.3598,0.346
塑膠棧板+重心前移10cm,9.282,34.8,25.33,1.2747,2.3675,0.335
塑膠棧板+重心前移10cm,9.302,34.875,25.355,1.2792,2.3751,0.325
塑膠棧板+重心前移10cm,9.322,34.95,25.381,1.2826,2.3777,0.346
塑膠棧板+重心前移10cm,9.342,35.025,25.405,1.2876,2.3866,0.327
塑膠棧板+重心前移10cm,9.362,35.1,25.429,1.2926,2.3958,0.308
塑膠棧板+重心前移10cm,9.382,35.175,25.453,1.2974,2.4044,0.292
塑膠棧板+重心前移10cm,9.402,35.25,25.478,1.3021,2.4125,0.28
塑膠棧板+重心前移10cm,9.422,35.325,25.502,1.3067,2.4203,0.268
塑膠棧板+重心前移10cm,9.442,35.4,25.526,1.3113,2.428,0.258
塑膠棧板+重心前移10cm,9.462,35.475,25.552,1.3153,2.4311,0.276
塑膠棧板+重心前移10cm,9.482,35.55,25.576,1.3201,2.439,0.263
塑膠棧板+重心前移10cm,9.502,35.625,25.601,1.3252,2.4483,0.243
塑膠棧板+重心前移10cm,9.522,35.7,25.625,1.3301,2.4572,0.226
塑膠棧板+重心前移10cm,9.542,35.775,25.649,1.3349,2.4655,0.213
塑膠棧板+重心前移10cm,9.562,35.85,25.673,1.3397,2.4735,0.201
塑膠棧板+重心前移10cm,9.582,35.925,25.697,1.3445,2.4813,0.19
塑膠棧板+重心前移10cm,9.602,36.0,25.723,1.349,2.4859,0.199
塑膠棧板+重心前移10cm,9.622,36.075,25.748,1.3538,2.4919,0.198
塑膠棧板+重心前移10cm,9.642,36.15,25.772,1.3589,2.5013,0.178
塑膠棧板+重心前移10cm,9.662,36.225,25.796,1.364,2.5104,0.16
塑膠棧板+重心前移10cm,9.682,36.3,25.82,1.3689,2.5189,0.145
塑膠棧板+重心前移10cm,9.702,36.375,25.844,1.3738,2.5271,0.132
塑膠棧板+重心前移10cm,9.722,36.45,25.868,1.3787,2.535,0.121
塑膠棧板+重心前移10cm,9.742,36.525,25.893,1.3836,2.5415,0.119
塑膠棧板+重心前移10cm,9.762,36.6,25.918,1.3886,2.5455,0.13
塑膠棧板+重心前移10cm,9.782,36.675,25.942,1.3938,2.5548,0.111
塑膠棧板+重心前移10cm,9.802,36.75,25.966,1.3988,2.5641,0.092
塑膠棧板+重心前移10cm,9.822,36.825,25.99,1.4039,2.5728,0.077
塑膠棧板+重心前移10cm,9.842,36.9,26.014,1.4089,2.581,0.064
塑膠棧板+重心前移10cm,9.862,36.975,26.038,1.4139,2.589,0.052
塑膠棧板+重心前移10cm,9.882,37.05,26.062,1.419,2.5968,0.041
塑膠棧板+重心前移10cm,9.902,37.125,26.088,1.4244,2.5996,0.061
塑膠棧板+重心前移10cm,9.922,37.2,26.111,1.4296,2.6086,0.043
塑膠棧板+重心前移10cm,9.942,37.275,26.135,1.4347,2.618,0.024
塑膠棧板+重心前移10cm,9.962,37.35,26.159,1.4398,2.6269,0.008
塑膠棧板+重心前移10cm,9.982,37.425,26.178,1.443,2.6347,0.0
塑膠棧板+重心前移10cm,10.002,37.5,26.19,1.4437,2.6412,0.001
塑膠棧板+重心前移10cm,10.022,37.575,26.201,1.4437,2.6471,0.001
塑膠棧板+重心前移10cm,10.042,37.65,26.21,1.4433,2.6528,0.001
塑膠棧板+重心前移10cm,10.062,37.725,26.219,1.4426,2.6585,0.001
塑膠棧板+重心前移10cm,10.082,37.8,26.228,1.4415,2.6643,0.001
塑膠棧板+重心前移10cm,10.102,37.875,26.236,1.4402,2.6702,0.001
塑膠棧板+重心前移10cm,10.122,37.95,26.244,1.4387,2.6761,0.001
塑膠棧板+重心前移10cm,10.142,38.025,26.253,1.4371,2.6824,0.001
塑膠棧板+重心前移10cm,10.162,38.1,26.263,1.4291,2.6902,0.009
塑膠棧板+重心前移10cm,10.182,38.175,26.271,1.424,2.6972,0.0
塑膠棧板+重心前移10cm,10.202,38.25,26.278,1.4232,2.705,0.001
塑膠棧板+重心前移10cm,10.222,38.325,26.286,1.4222,2.7131,0.001
塑膠棧板+重心前移10cm,10.242,38.4,26.296,1.4209,2.7213,0.001
塑膠棧板+重心前移10cm,10.262,38.475,26.307,1.4101,2.7377,0.007
塑膠棧板+重心前移10cm,10.282,38.55,26.32,1.3987,2.7492,0.0
塑膠棧板+重心前移10cm,10.302,38.625,26.328,1.3973,2.758,0.002
塑膠棧板+重心前移10cm,10.322,38.7,26.338,1.3965,2.7668,0.002
塑膠棧板+重心前移10cm,10.342,38.775,26.349,1.3953,2.7758,0.001
塑膠棧板+重心前移10cm,10.362,38.85,26.361,1.3838,2.795,0.002
塑膠棧板+重心前移10cm,10.382,38.925,26.38,1.3742,2.8107,0.02
塑膠棧板+重心前移10cm,10.402,39.0,26.396,1.3714,2.8236,0.012
塑膠棧板+重心前移10cm,10.422,39.075,26.412,1.3577,2.8477,0.003
塑膠棧板+重心前移10cm,10.442,39.15,26.426,1.3521,2.8626,0.0
塑膠棧板+重心前移10cm,10.462,39.225,26.446,1.3432,2.8774,0.023
塑膠棧板+重心前移10cm,10.482,39.3,26.461,1.3356,2.8954,0.015
塑膠棧板+重心前移10cm,10.502,39.375,26.478,1.3268,2.915,0.006
塑膠棧板+重心前移10cm,10.522,39.45,26.494,1.3187,2.9331,0.0
塑膠棧板+重心前移10cm,10.542,39.525,26.511,1.3071,2.9478,0.002
塑膠棧板+重心前移10cm,10.562,39.6,26.523,1.3048,2.9583,0.001
塑膠棧板+重心前移10cm,10.582,39.675,26.536,1.304,2.9689,0.0
塑膠棧板+重心前移10cm,10.602,39.75,26.55,1.3013,2.9813,0.0
塑膠棧板+重心前移10cm,10.622,39.825,26.567,1.2716,3.0157,0.001
塑膠棧板+重心前移10cm,10.642,39.9,26.582,1.2648,3.0305,0.001
塑膠棧板+重心前移10cm,10.662,39.975,26.595,1.2641,3.0408,0.0
塑膠棧板+重心前移10cm,10.682,40.05,26.609,1.2636,3.0509,0.0
塑膠棧板+重心前移10cm,10.702,40.125,26.623,1.2611,3.0628,0.001
塑膠棧板+重心前移10cm,10.722,40.2,26.645,1.2368,3.0907,0.039
塑膠棧板+重心前移10cm,10.742,40.275,26.664,1.2339,3.1059,0.03
塑膠棧板+重心前移10cm,10.762,40.35,26.681,1.2332,3.1194,0.017
塑膠棧板+重心前移10cm,10.782,40.425,26.699,1.2143,3.1475,0.016
塑膠棧板+重心前移10cm,10.802,40.5,26.714,1.2102,3.1576,0.007
塑膠棧板+重心前移10cm,10.822,40.575,26.729,1.2097,3.1672,0.018
塑膠棧板+重心前移10cm,10.842,40.65,26.745,1.2088,3.1804,0.011
塑膠棧板+重心前移10cm,10.862,40.725,26.764,1.1825,3.2168,0.015
塑膠棧板+重心前移10cm,10.882,40.8,26.78,1.1749,3.2294,0.009
塑膠棧板+重心前移10cm,10.902,40.875,26.795,1.1744,3.2414,0.008
塑膠棧板+重心前移10cm,10.922,40.95,26.811,1.174,3.2538,0.004
塑膠棧板+重心前移10cm,10.942,41.025,26.829,1.159,3.2806,0.001
塑膠棧板+重心前移10cm,10.962,41.1,26.849,1.1398,3.3032,0.004
塑膠棧板+重心前移10cm,10.982,41.175,26.864,1.1382,3.3159,0.003
塑膠棧板+重心前移10cm,11.002,41.25,26.88,1.1379,3.3282,0.001
塑膠棧板+重心前移10cm,11.022,41.325,26.897,1.1341,3.3439,0.0
塑膠棧板+重心前移10cm,11.042,41.4,26.918,1.1038,3.3807,0.002
塑膠棧板+重心前移10cm,11.062,41.475,26.934,1.0985,3.3965,0.001
塑膠棧板+重心前移10cm,11.082,41.55,26.951,1.098,3.4086,0.0
塑膠棧板+重心前移10cm,11.102,41.625,26.968,1.0975,3.4207,0.0
塑膠棧板+重心前移10cm,11.122,41.7,26.988,1.0777,3.4495,0.0
塑膠棧板+重心前移10cm,11.142,41.775,27.007,1.065,3.4703,0.002
塑膠棧板+重心前移10cm,11.162,41.85,27.023,1.0639,3.4834,0.001
塑膠棧板+重心前移10cm,11.182,41.925,27.04,1.0635,3.496,0.0
塑膠棧板+重心前移10cm,11.202,42.0,27.06,1.0463,3.5232,0.012
塑膠棧板+重心前移10cm,11.222,42.075,27.087,1.0297,3.5492,0.035
塑膠棧板+重心前移10cm,11.242,42.15,27.108,1.0291,3.5653,0.022
塑膠棧板+重心前移10cm,11.262,42.225,27.129,1.0141,3.5944,0.004
塑膠棧板+重心前移10cm,11.282,42.3,27.15,1.0005,3.6159,0.0
塑膠棧板+重心前移10cm,11.302,42.375,27.166,0.9994,3.6271,0.015
塑膠棧板+重心前移10cm,11.322,42.45,27.184,0.9994,3.6409,0.01
塑膠棧板+重心前移10cm,11.342,42.525,27.204,0.9842,3.6701,0.005
塑膠棧板+重心前移10cm,11.362,42.6,27.225,0.9644,3.6952,0.005
塑膠棧板+重心前移10cm,11.382,42.675,27.242,0.9629,3.7092,0.005
塑膠棧板+重心前移10cm,11.402,42.75,27.26,0.9627,3.7229,0.003
塑膠棧板+重心前移10cm,11.422,42.825,27.279,0.9509,3.7481,0.001
塑膠棧板+重心前移10cm,11.442,42.9,27.302,0.9246,3.7814,0.002
塑膠棧板+重心前移10cm,11.462,42.975,27.319,0.9222,3.7962,0.001
塑膠棧板+重心前移10cm,11.482,43.05,27.337,0.9219,3.8093,0.0
塑膠棧板+重心前移10cm,11.502,43.125,27.356,0.916,3.828,0.0
塑膠棧板+重心前移10cm,11.522,43.2,27.378,0.8905,3.8604,0.002
塑膠棧板+重心前移10cm,11.542,43.275,27.396,0.8876,3.8757,0.001
塑膠棧板+重心前移10cm,11.562,43.35,27.414,0.8873,3.8891,0.0
塑膠棧板+重心前移10cm,11.582,43.425,27.433,0.8814,3.9081,0.0
塑膠棧板+重心前移10cm,11.602,43.5,27.46,0.8541,3.9429,0.037
塑膠棧板+重心前移10cm,11.622,43.575,27.484,0.8522,3.9609,0.026
塑膠棧板+重心前移10cm,11.642,43.65,27.505,0.8469,3.9823,0.014
塑膠棧板+重心前移10cm,11.662,43.725,27.528,0.8243,4.0154,0.011
塑膠棧板+重心前移10cm,11.682,43.8,27.546,0.8219,4.0268,0.013
塑膠棧板+重心前移10cm,11.702,43.875,27.564,0.822,4.0409,0.01
塑膠棧板+重心前移10cm,11.722,43.95,27.584,0.8163,4.0613,0.005
塑膠棧板+重心前移10cm,11.742,44.025,27.607,0.788,4.0971,0.002
塑膠棧板+重心前移10cm,11.762,44.1,27.625,0.7844,4.1125,0.005
塑膠棧板+重心前移10cm,11.782,44.175,27.643,0.7843,4.1266,0.003
塑膠棧板+重心前移10cm,11.802,44.25,27.662,0.7806,4.1444,0.001
塑膠棧板+重心前移10cm,11.822,44.325,27.685,0.7483,4.1852,0.002
塑膠棧板+重心前移10cm,11.842,44.4,27.704,0.7429,4.2029,0.001
塑膠棧板+重心前移10cm,11.862,44.475,27.722,0.7427,4.2164,0.0
塑膠棧板+重心前移10cm,11.882,44.55,27.741,0.7424,4.23,0.0
塑膠棧板+重心前移10cm,11.902,44.625,27.764,0.716,4.2655,0.001
塑膠棧板+重心前移10cm,11.922,44.7,27.783,0.7079,4.2849,0.001
塑膠棧板+重心前移10cm,11.942,44.775,27.801,0.7075,4.2989,0.0
塑膠棧板+重心前移10cm,11.962,44.85,27.82,0.7073,4.3127,0.0
塑膠棧板+重心前移10cm,11.982,44.925,27.843,0.683,4.347,0.001
